nik,status_bansos
3204364210101271,rejected
3204354707101272,accepted
3204354107101273,accepted
3204364903101274,rejected
3204364406101275,rejected
3204364605101276,rejected
3204364511101277,rejected
3204364602101278,rejected
3204364103101279,rejected
3204295206101280,accepted
3204124308101281,rejected
101282,accepted
3204364706101283,accepted
3204364107101284,rejected
3204360706101285,accepted
3204365206101286,accepted
3204364911101287,rejected
3204366606101288,rejected
3204362107101289,rejected
3204366810101290,rejected
3204364205101291,accepted
3204365603101292,rejected
3204364501101293,rejected
3204364106101294,rejected
3204364106101295,rejected
3204364106101296,accepted
3204304111101297,rejected
3204364701101298,rejected
3204366505101299,accepted
3204360704101300,rejected
3204365204101301,accepted
3204364103101302,rejected
3204366504101303,accepted
3204366712101304,rejected
3204360295101305,accepted
3204262506101306,rejected
3204365804101307,rejected
3204367006101308,rejected
3204366806101309,rejected
3204365707101310,accepted
3204364403101311,rejected
3204335003101312,rejected
3204365201101313,accepted
101314,accepted
3204362611101315,rejected
3204331512101316,rejected
3204360305101317,rejected
3204131011101318,rejected
3204130507101319,rejected
3204365206101320,accepted
3204360105101321,rejected
3204364103101322,rejected
3204365304101323,accepted
3204365408101324,accepted
3204366202101325,rejected
3204365102101326,rejected
3204360103101327,accepted
3204364606101328,rejected
3204364107101329,rejected
3204366004101330,rejected
3204362311101331,rejected
3204320107101332,rejected
3204366903101333,accepted
3204364909101334,accepted
3204366905101335,rejected
3204364606101336,accepted
3204365804101337,rejected
3204445703101338,accepted
3204367004101339,accepted
3204114103101340,accepted
3204115206101341,rejected
3204114507101342,accepted
3204111708101343,rejected
3204114110101344,rejected
3204114810101345,rejected
3204116005101346,accepted
3204116005101347,accepted
3204116702101348,accepted
3204114405101349,rejected
3204115011101350,accepted
3204115509101351,rejected
3204116707101352,accepted
3204110110101353,accepted
3204115507101354,rejected
3204115707101355,rejected
3204115712101356,rejected
3204114206101357,rejected
3204110610101358,rejected
3204110911101359,accepted
3204115101101360,rejected
3204110107101361,accepted
3204114207101362,rejected
3204115305101363,accepted
3204116804101364,accepted
3402176502101365,accepted
3204114103101366,rejected
3204114804101367,accepted
3204115211101368,rejected
3204115705101369,accepted
3204116704101370,accepted
3204114101101371,rejected
3204116211101372,accepted
3204114209101373,rejected
3204112407101374,accepted
3204114302101375,rejected
3204115702101376,accepted
3201045608101377,rejected
3204114101101378,rejected
3204114101101379,accepted
3204115404101380,rejected
3204115505101381,rejected
3273046809101382,accepted
3217014701101383,accepted
3204114806101384,rejected
3204111703101385,accepted
3204115201101386,accepted
3204114910101387,rejected
3204111406101388,rejected
3204114605101389,rejected
3204114708101390,accepted
3320411070101391,rejected
3204115809101392,rejected
3204114511101393,rejected
3204115105101394,rejected
3204124101101395,rejected
3204115001101396,accepted
3204110101101397,rejected
3204114101101398,rejected
3204114405101399,accepted
3204316005101400,rejected
3204305711101401,rejected
3204314103101402,accepted
3204314107101403,rejected
3204314107101404,accepted
3204315408101405,accepted
3204315701101406,rejected
3204315506101407,rejected
3204315509101408,accepted
3204316212101409,accepted
3204314403101410,rejected
3204314504101411,accepted
3204316109101412,rejected
3204315401101413,accepted
3204310101101414,rejected
3204317007101415,rejected
3204310204101416,accepted
3204314207101417,accepted
3204314302101418,rejected
3204316705101419,rejected
3204314906101420,rejected
3204315002101421,rejected
3204314806101422,rejected
3204314601101423,rejected
3204315811101424,rejected
3204314107101425,accepted
3204314711101426,rejected
3204314503101427,rejected
3204314104101428,accepted
3204316801101429,rejected
3204310805101430,rejected
3204314605101431,accepted
3204314707101432,rejected
3204315809101433,rejected
3204314107101434,rejected
3204314107101435,rejected
3204314107101436,rejected
3204314107101437,accepted
3204315906101438,accepted
3204316008101439,rejected
3204305011101440,rejected
3204304107101441,accepted
3204314805101442,rejected
3204315703101443,rejected
3204311904101444,accepted
3204315505101445,rejected
3204314103101446,rejected
3204314303101447,rejected
3204315304101448,rejected
3204315210101449,rejected
3204314805101450,rejected
3204314107101451,accepted
3204316201101452,rejected
3204310610101453,accepted
3204314107101454,rejected
3204315212101455,rejected
3204315501101456,accepted
3204315406101457,rejected
3204317112101458,rejected
3204316107101459,accepted
3204315908101460,rejected
3204314505101461,rejected
3204314606101462,rejected
3204310605101463,rejected
3204314407101464,rejected
3204316007101465,accepted
3204316402101466,rejected
3204316712101467,accepted
3204315611101468,rejected
3204254110101469,rejected
3204314107101470,rejected
3204314909101471,accepted
3204314203101472,rejected
3204050003101473,rejected
3204314708101474,rejected
3204314708101475,rejected
3204050003101476,rejected
3204060005101477,rejected
3204315012101478,accepted
3204050003101479,rejected
3204466304101480,rejected
3204460506101481,accepted
3204466203101482,rejected
3204464307101483,accepted
3204464808101484,rejected
3204464505101485,rejected
3204465605101486,rejected
3204466708101487,rejected
3204464101101488,accepted
3204464508101489,rejected
3204464811101490,accepted
3204461207101491,rejected
3204464101101492,accepted
3204465009101493,accepted
3204466911101494,rejected
3204191007101495,rejected
3204465104101496,accepted
3204464107101497,accepted
3204341107101498,rejected
3204464608101499,rejected
3204376903101500,rejected
3204375612101501,rejected
3204376310101502,rejected
3204374308101503,rejected
3204374107101504,accepted
3204374701101505,rejected
3204377006101506,rejected
3204374607101507,rejected
3204465203101508,accepted
3204376212101509,accepted
3273154209101510,accepted
3204462006101511,rejected
3204134501101512,rejected
3204464707101513,rejected
3204464808101514,rejected
3204465405101515,accepted
3204465207101516,rejected
3204465007101517,rejected
3204465902101518,rejected
3204464107101519,rejected
3204465710101520,rejected
3204465106101521,rejected
3204464808101522,rejected
3204465608101523,rejected
3204465703101524,accepted
3204465109101525,rejected
3204465008101526,accepted
3204465509101527,rejected
3204466007101528,accepted
3204464608101529,rejected
3217105809101530,rejected
3204462305101531,rejected
3204465506101532,rejected
3204464601101533,accepted
3204465406101534,rejected
3204464609101535,accepted
3204461607101536,accepted
3204464307101537,accepted
3204464702101538,rejected
3204465906101539,rejected
3204464604101540,rejected
3204464508101541,rejected
3204465709101542,rejected
3204460410101543,rejected
3204465408101544,rejected
3204111702101545,rejected
3204111707101546,rejected
3204112308101547,rejected
3204341301101548,rejected
3273041808101549,rejected
3204464605101550,accepted
3204466301101551,accepted
3204464810101552,rejected
3204464601101553,accepted
3204465808101554,accepted
3204464110101555,accepted
3204465506101556,accepted
3204465209101557,accepted
3204462407101558,rejected
3204464112101559,accepted
3204466209101560,accepted
3204465006101561,rejected
3204461506101562,rejected
3204466504101563,rejected
3204466503101564,rejected
3204465602101565,rejected
3204464403101566,rejected
3204466006101567,rejected
3204465104101568,accepted
3204464703101569,accepted
3204461905101570,rejected
3204466704101571,rejected
3204465010101572,rejected
3204466512101573,rejected
3204465205101574,rejected
3204466004101575,rejected
3204464107101576,accepted
3204466506101577,accepted
3204464208101578,rejected
3204466511101579,accepted
3204190011101580,rejected
3204464306101581,rejected
3204385807101582,accepted
3204464508101583,rejected
3204466207101584,rejected
3204464307101585,rejected
3204464104101586,accepted
3204464607101587,accepted
3204465107101588,rejected
3204465404101589,rejected
3204335509101590,rejected
3204354706101591,rejected
3204336409101592,accepted
3204330107101593,accepted
3204335704101594,rejected
3204337008101595,rejected
3204060007101596,rejected
3204335201101597,accepted
3204330808101598,rejected
3217125009101599,accepted
3204334706101600,accepted
3204336007101601,rejected
3204334211101602,rejected
3204334611101603,rejected
3204334612101604,rejected
3204336903101605,rejected
3204336909101606,rejected
3204335206101607,accepted
3204335207101608,rejected
3204334101101609,rejected
3204334608101610,rejected
3204334804101611,rejected
3204335010101612,accepted
3204334406101613,rejected
3204336110101614,rejected
3204336909101615,rejected
3204331602101616,accepted
3204333108101617,accepted
3204330203101618,accepted
3204334803101619,rejected
1016174101101620,accepted
3204334602101621,rejected
3204330804101622,rejected
3204334910101623,rejected
3204334107101624,accepted
3204334101101625,rejected
3204336311101626,rejected
3204335510101627,rejected
3204344812101628,accepted
3204334712101629,accepted
3204335805101630,accepted
3204295111101631,accepted
3204334810101632,rejected
3204330405101633,rejected
3204334506101634,rejected
3204337108101635,rejected
3204335008101636,rejected
3204334101101637,rejected
3204335606101638,accepted
3204335002101639,rejected
3204336806101640,accepted
3204331103101641,rejected
3204364904101642,accepted
3204335012101643,accepted
3204336708101644,rejected
3204334206101645,rejected
3204120001101646,rejected
3204331402101647,rejected
3204120001101648,rejected
3204335212101649,rejected
3204334702101650,rejected
3204337008101651,accepted
3204330308101652,rejected
3204334403101653,rejected
3204335902101654,accepted
3204334503101655,accepted
3204332903101656,rejected
3204335204101657,accepted
3204334101101658,accepted
3204335510101659,rejected
3204335612101660,accepted
3204334703101661,rejected
3204337110101662,accepted
3204336007101663,rejected
3204336904101664,rejected
3204336908101665,accepted
3204306504101666,rejected
3204335202101667,rejected
3204335204101668,accepted
3204335406101669,rejected
3204334706101670,accepted
3204334808101671,rejected
3204336809101672,rejected
3204334101101673,accepted
3204331401101674,rejected
3204330705101675,accepted
3204331203101676,rejected
3204331906101677,rejected
3204351806101678,rejected
3204332609101679,rejected
3204330203101680,rejected
3204334709101681,rejected
3204336808101682,rejected
3204120004101683,rejected
3204335003101684,accepted
3204334102101685,rejected
3204336110101686,rejected
3204336812101687,rejected
3204334301101688,rejected
3204334101101689,accepted
3204334107101690,accepted
3204334204101691,rejected
3204334608101692,rejected
3204324403101693,accepted
3204335903101694,rejected
3204336810101695,rejected
3204334101101696,accepted
3204334705101697,rejected
3204335504101698,accepted
3204334101101699,rejected
3204106305101700,rejected
3204104607101701,rejected
3204105603101702,accepted
3204104208101703,rejected
3204104201101704,accepted
3204104507101705,accepted
3204104307101706,rejected
3204104101101707,rejected
3204105207101708,rejected
3204104706101709,accepted
3204105010101710,rejected
3204106001101711,accepted
3204104402101712,accepted
3204106007101713,rejected
3204106006101714,accepted
3204104810101715,rejected
3204106502101716,rejected
3204104306101717,rejected
3204250006101718,rejected
3204250006101719,rejected
3204104806101720,rejected
3204104302101721,rejected
3204105004101722,rejected
3204106810101723,accepted
3204105302101724,rejected
3204102005101725,rejected
3204104612101726,accepted
3204104602101727,rejected
3204105003101728,accepted
3204104107101729,accepted
3204104607101730,rejected
3204104303101731,rejected
3204104309101732,accepted
3204106505101733,rejected
3205194107101734,accepted
3204355607101735,accepted
3204106711101736,rejected
3204101209101737,rejected
3204302110101738,rejected
3204105010101739,rejected
3204105404101740,accepted
3204105303101741,rejected
3204105206101742,rejected
3204105205101743,rejected
3204106303101744,accepted
3204102512101745,accepted
3204104101101746,rejected
3204104206101747,rejected
3204105106101748,rejected
3204104101101749,accepted
3204105607101750,rejected
3204104101101751,accepted
3204106404101752,accepted
3204105212101753,rejected
3204104101101754,accepted
3204105707101755,rejected
3204104204101756,rejected
3204102206101757,rejected
3204104102101758,rejected
3204105402101759,rejected
3204126409101760,accepted
3204096410101761,rejected
3204094404101762,rejected
3204095609101763,accepted
3204094101101764,rejected
3204095505101765,accepted
3204094803101766,accepted
3204092006101767,rejected
3204094603101768,rejected
3204094107101769,rejected
3204094602101770,accepted
3204096305101771,rejected
3204096104101772,rejected
3204094107101773,accepted
3204095202101774,rejected
3204095101101775,accepted
3204094807101776,rejected
3204095707101777,rejected
3204094101101778,rejected
3204090610101779,accepted
3204094909101780,rejected
3204092109101781,accepted
3204090211101782,rejected
3204094511101783,rejected
3204111601101784,rejected
3204091107101785,rejected
3204091810101786,rejected
1803041907101787,rejected
3204091305101788,accepted
3204096508101789,rejected
3204260002101790,rejected
3204260002101791,rejected
3204260002101792,rejected
3204096409101793,rejected
3204095305101794,rejected
3204094203101795,accepted
3204094210101796,rejected
3204260002101797,accepted
3204094810101798,rejected
3204096009101799,rejected
3204095707101800,accepted
3204095006101801,rejected
3204094506101802,accepted
3204095509101803,rejected
3204094101101804,rejected
3204095304101805,rejected
3204095001101806,rejected
3204095605101807,accepted
3204095705101808,accepted
3204094101101809,accepted
3204267004101810,accepted
3204265007101811,accepted
3204264808101812,rejected
3204264107101813,rejected
3204265003101814,rejected
3204260707101815,rejected
3204264508101816,rejected
3204264910101817,rejected
3204265111101818,rejected
3204264101101819,accepted
3204265708101820,accepted
3204260702101821,rejected
3205386312101822,accepted
3204265208101823,rejected
3204265708101824,accepted
3204266612101825,rejected
3204204609101826,accepted
3204264107101827,rejected
3204264101101828,rejected
3204265210101829,accepted
3205170024101830,rejected
3204260306101831,rejected
3204260704101832,rejected
3304160400101833,accepted
3204260103101834,rejected
3273165706101835,rejected
3204260303101836,accepted
3204260705101837,accepted
3204263004101838,rejected
3204262304101839,rejected
3204264909101840,rejected
3204282009101841,rejected
3204264611101842,rejected
3204265811101843,rejected
3204264805101844,rejected
3204264211101845,accepted
3204264303101846,rejected
3204265303101847,accepted
3204265501101848,rejected
3204261002101849,accepted
3204266908101850,rejected
3204264504101851,rejected
3204264703101852,rejected
3204265912101853,accepted
3204265010101854,rejected
3204265409101855,accepted
3204264806101856,accepted
3204264503101857,rejected
3204264402101858,rejected
3204264107101859,rejected
3204261010101860,accepted
3204264311101861,accepted
3204264502101862,rejected
3204265312101863,accepted
3204264407101864,accepted
3204265209101865,rejected
3204264104101866,rejected
3204264211101867,rejected
3204265103101868,rejected
3204261002101869,rejected
3204264112101870,accepted
3204264202101871,rejected
3204265403101872,accepted
3204266505101873,accepted
3204261012101874,rejected
3204264808101875,accepted
3204266712101876,accepted
3204264101101877,rejected
3204266608101878,rejected
3204260210101879,accepted
3204264908101880,rejected
3204265118101881,rejected
3204266208101882,rejected
3204265209101883,rejected
3204254603101884,accepted
3204265009101885,accepted
3204264405101886,rejected
3204264207101887,rejected
3204264609101888,accepted
3204264903101889,rejected
3204305508101890,rejected
3204305010101891,rejected
3204302809101892,rejected
3204306704101893,accepted
3204060009101894,rejected
3204306104101895,rejected
3204304103101896,accepted
3204304305101897,accepted
3204304104101898,accepted
3204305604101899,rejected
3204305702101900,accepted
3204306110101901,accepted
3204304805101902,rejected
3204305503101903,accepted
3204305708101904,rejected
3204306711101905,rejected
3204305004101906,rejected
3204305510101907,rejected
3204305602101908,rejected
3204305806101909,accepted
3204304107101910,accepted
3204304107101911,rejected
3204304907101912,rejected
3204305604101913,rejected
3204305007101914,rejected
3204306512101915,rejected
3204304201101916,accepted
3204304107101917,rejected
3273184808101918,rejected
3204050707101919,accepted
3204305911101920,accepted
3204304101101921,accepted
3204305009101922,rejected
3204296808101923,accepted
3204291503101924,rejected
3204306302101925,rejected
3204305207101926,accepted
3204305807101927,rejected
3204306811101928,rejected
3204301007101929,accepted
3204304406101930,rejected
3204301705101931,accepted
3204304307101932,rejected
3204060002101933,accepted
3204305703101934,rejected
3204305106101935,rejected
3204301711101936,rejected
3204301008101937,accepted
3204306111101938,rejected
3204305604101939,accepted
3204301710101940,rejected
3204060006101941,rejected
3204305311101942,accepted
3204307101101943,rejected
3203100503101944,rejected
3204304107101945,rejected
3204300107101946,accepted
3204304308101947,accepted
3204304309101948,rejected
3204306906101949,accepted
3204060007101950,accepted
3204060007101951,accepted
3204306009101952,rejected
3204305812101953,rejected
3204306002101954,accepted
3204305002101955,accepted
3204305105101956,rejected
3204304906101957,rejected
3204304511101958,rejected
3204151205101959,accepted
3204060007101960,rejected
3204304807101961,rejected
3204060007101962,rejected
3204304101101963,rejected
3204302604101964,accepted
3204304107101965,rejected
3204305408101966,rejected
3204305505101967,accepted
3204304405101968,rejected
3204305102101969,accepted
3204060011101970,accepted
3204305502101971,rejected
3204060011101972,accepted
3204060011101973,rejected
3204060011101974,rejected
3204060011101975,accepted
3204304907101976,accepted
3204304505101977,rejected
3204060011101978,rejected
3204060011101979,rejected
3204060005101980,accepted
3204336306101981,rejected
3204250303101982,rejected
3204250210101983,rejected
3204252702101984,rejected
3204250807101985,accepted
3204281407101986,accepted
3204262002101987,rejected
3204252906101988,accepted
3204251809101989,accepted
3204305411101990,rejected
3204304107101991,rejected
3204305208101992,rejected
3204306612101993,accepted
3204306304101994,rejected
3204304209101995,rejected
3204304207101996,accepted
3204304206101997,accepted
3204301303101998,accepted
3204304112101999,accepted
3204304101102000,rejected
3204304212102001,accepted
3204305505102002,accepted
3204306010102003,rejected
3204291102102004,rejected
3204291408102005,accepted
3204291201102006,accepted
3204290709102007,rejected
3204290402102008,rejected
3204291702102009,accepted
3204170306102010,rejected
3204305206102011,rejected
3204305504102012,accepted
3204340406102013,rejected
3204305112102014,rejected
3204304407102015,rejected
3204305004102016,accepted
3204305307102017,rejected
3204304102102018,accepted
3204301706102019,rejected
3204144807102020,accepted
3204095203102021,rejected
3204130503102022,accepted
3204116211102023,rejected
3204147107102024,accepted
3204144408102025,rejected
3204140506102026,rejected
3204141806102027,rejected
3204140211102028,rejected
3204140506102029,accepted
3204144104102030,accepted
3204146002102031,rejected
3204146505102032,accepted
3204144609102033,rejected
3204145711102034,rejected
3204144107102035,rejected
3204141505102036,accepted
3204145506102037,accepted
3204144511102038,rejected
3204144107102039,accepted
3271054105102040,rejected
3204156109102041,rejected
3204146705102042,accepted
3271054105102043,rejected
3204145308102044,rejected
3204144107102045,accepted
3204144401102046,rejected
3204144607102047,accepted
3204145010102048,accepted
3204121909102049,rejected
3204144908102050,rejected
3204144603102051,rejected
3204144510102052,rejected
3204145010102053,rejected
3204144205102054,rejected
3204144605102055,rejected
3204144101102056,accepted
3204144207102057,rejected
3204144712102058,rejected
3204141712102059,accepted
3204144101102060,rejected
3204144107102061,rejected
3204144606102062,accepted
3204144708102063,accepted
3204144708102064,rejected
3204144107102065,rejected
3204144107102066,rejected
3204146606102067,rejected
3204145808102068,rejected
3204144507102069,rejected
3204145002102070,rejected
3204094101102071,rejected
3204144703102072,rejected
3204144504102073,rejected
3204144101102074,accepted
3204145211102075,rejected
3204144708102076,rejected
3204144606102077,accepted
3204145912102078,accepted
3204146008102079,rejected
3204150611102080,rejected
3204152102102081,rejected
3204154508102082,rejected
3204156603102083,rejected
3204154206102084,accepted
3204154107102085,accepted
3204150204102086,accepted
3204155307102087,accepted
3204154107102088,rejected
3204155604102089,rejected
3204156303102090,accepted
3204156308102091,accepted
3204151803102092,rejected
3204154508102093,rejected
3204154608102094,rejected
3204154408102095,rejected
3204154506102096,rejected
3204155903102097,rejected
3204156003102098,rejected
3204154710102099,accepted
3204150711102100,rejected
3204154107102101,accepted
3204155007102102,rejected
3204156005102103,rejected
3204154101102104,accepted
3204154708102105,rejected
3204154107102106,accepted
3204155607102107,rejected
3204155003102108,rejected
3204154102102109,accepted
3204156711102110,rejected
3204156412102111,rejected
3204155110102112,rejected
3204155003102113,accepted
3204154506102114,accepted
3204155208102115,accepted
3204150306102116,accepted
3204154402102117,accepted
3204154107102118,rejected
3204154812102119,rejected
3204155201102120,rejected
3204155708102121,rejected
3204155111102122,rejected
3204314107102123,rejected
3204154107102124,accepted
3204156811102125,accepted
3204154312102126,rejected
3204154106102127,rejected
3204155211102128,accepted
3207086904102129,rejected
3204156604102130,accepted
3204154812102131,accepted
3204156812102132,accepted
3204154112102133,rejected
3204154406102134,rejected
3204154603102135,rejected
3204155806102136,accepted
3204155408102137,accepted
3204156812102138,rejected
3204154502102139,accepted
3204154107102140,rejected
3204154305102141,accepted
3204156004102142,rejected
3204157006102143,accepted
3204154107102144,accepted
3204155012102145,accepted
3204154909102146,rejected
3204154101102147,accepted
3204151301102148,rejected
3204152706102149,rejected
3204154107102150,rejected
3204154502102151,rejected
3204155411102152,rejected
3204154303102153,rejected
3204150107102154,rejected
3204155209102155,accepted
3204155807102156,rejected
3204446901102157,rejected
3204150107102158,rejected
3204155512102159,accepted
3204151005102160,rejected
3204155401102161,accepted
3204154710102162,accepted
3204154712102163,rejected
3204154906102164,accepted
3204154308102165,rejected
6401054507102166,rejected
3204155710102167,rejected
3204154107102168,rejected
3204154507102169,accepted
3204154308102170,accepted
3204154101102171,rejected
3204156811102172,accepted
3204155207102173,rejected
3204154112102174,rejected
3204154103102175,rejected
3204155007102176,accepted
3204154107102177,rejected
3204154107102178,rejected
3204154101102179,rejected
3204155210102180,rejected
3204156607102181,accepted
3204154107102182,rejected
3204155209102183,accepted
3204152302102184,accepted
3217075607102185,rejected
3204156804102186,rejected
3204154308102187,accepted
3204152003102188,rejected
3204156805102189,accepted
3204154107102190,rejected
3204154107102191,rejected
3204154708102192,rejected
3204154910102193,rejected
3204155507102194,rejected
3204156008102195,rejected
3204155106102196,rejected
3204156505102197,accepted
3204154309102198,accepted
3204154605102199,rejected
3204155808102200,accepted
3204154811102201,rejected
3204154101102202,rejected
3204154402102203,accepted
3204154502102204,accepted
3204154105102205,accepted
3204155509102206,rejected
3217074107102207,rejected
3204155203102208,rejected
3204154107102209,rejected
3204354604102210,rejected
3204161409102211,accepted
3204354204102212,rejected
3204354711102213,accepted
3204274211102214,rejected
3204354101102215,rejected
3204355204102216,rejected
3204354804102217,rejected
3204356407102218,rejected
3204356806102219,accepted
3204354906102220,rejected
3204354107102221,accepted
3204354107102222,rejected
3204354305102223,rejected
3204354306102224,accepted
3204354609102225,rejected
3204355809102226,rejected
3204355103102227,rejected
3204080008102228,rejected
3204354608102229,rejected
3204355207102230,rejected
3204354209102231,rejected
3204355204102232,rejected
3204354201102233,rejected
3204354506102234,rejected
3204354306102235,accepted
3204355605102236,rejected
3204355009102237,rejected
3204355606102238,rejected
3204355101102239,rejected
3204350208102240,rejected
3204354908102241,rejected
3204354604102242,accepted
3204356008102243,rejected
3204355002102244,accepted
3204354508102245,rejected
3204356804102246,rejected
3204356609102247,rejected
3204356604102248,accepted
3204354507102249,rejected
3204356007102250,rejected
3204351503102251,rejected
3204355607102252,accepted
3204356303102253,accepted
3204356006102254,rejected
3204354107102255,accepted
3204352704102256,accepted
3204355001102257,accepted
3204356702102258,accepted
3204354408102259,rejected
3204355610102260,rejected
3204354502102261,rejected
3204350709102262,rejected
3204355904102263,accepted
3204356603102264,rejected
3204351104102265,rejected
3204356305102266,rejected
3204350107102267,accepted
3204351906102268,rejected
3204355008102269,rejected
3204355611102270,rejected
3204350210102271,rejected
3204354502102272,accepted
3204356005102273,accepted
3204354208102274,rejected
3204354609102275,accepted
3204355701102276,accepted
3204356701102277,accepted
3204354107102278,accepted
3204354109102279,rejected
3204354705102280,accepted
3204350606102281,rejected
3204354511102282,rejected
3204356008102283,rejected
3204354510102284,rejected
3204355401102285,rejected
3204355904102286,rejected
3204351708102287,accepted
3204355305102288,rejected
3204355705102289,rejected
3204355503102290,rejected
3204357010102291,rejected
3204355307102292,accepted
3204354107102293,rejected
3204354711102294,accepted
3204354306102295,accepted
3204354503102296,accepted
3204365109102297,rejected
3204355411102298,accepted
3204354206102299,accepted
3204355805102300,rejected
3204354207102301,rejected
3204354812102302,rejected
3204355404102303,rejected
3204355408102304,accepted
3204354703102305,rejected
3204352808102306,rejected
3204356606102307,rejected
3204354803102308,rejected
3204334407102309,accepted
3204354303102310,rejected
3204356001102311,accepted
3204354107102312,accepted
3204354611102313,accepted
3204354805102314,accepted
3204354605102315,rejected
3204354106102316,rejected
3204356101102317,accepted
3204354409102318,rejected
3204354910102319,rejected
3204354507102320,rejected
3204354403102321,rejected
3204355907102322,rejected
3204356507102323,rejected
3204354107102324,rejected
3204354210102325,rejected
3204356707102326,accepted
3204354107102327,rejected
3204354304102328,rejected
3204354210102329,rejected
3204404605102330,rejected
3204387103102331,rejected
3204384106102332,rejected
3204386107102333,accepted
3204385206102334,accepted
3204385309102335,rejected
3204386212102336,rejected
3204385406102337,accepted
3204380101102338,rejected
3204384506102339,rejected
3204384909102340,accepted
3204384807102341,accepted
3204384806102342,accepted
3204384107102343,accepted
3204384311102344,accepted
3204384103102345,rejected
3204385010102346,rejected
3204386108102347,rejected
3204384711102348,rejected
3204385206102349,accepted
3204383003102350,rejected
3204384505102351,rejected
3204384201102352,rejected
3204385002102353,accepted
3204384107102354,rejected
3204384107102355,rejected
3204386805102356,rejected
3204384807102357,rejected
3204384506102358,accepted
3204384608102359,rejected
3204384111102360,rejected
3204380310102361,rejected
3204384101102362,rejected
3204386008102363,rejected
3204384912102364,accepted
3204380107102365,rejected
3204384710102366,rejected
3204385007102367,rejected
3204384709102368,rejected
3204386302102369,rejected
3204384403102370,rejected
3273246602102371,rejected
3204385805102372,accepted
3204385808102373,accepted
3204380210102374,rejected
3204380603102375,rejected
3204384304102376,rejected
3204380107102377,accepted
3204384101102378,rejected
3204380406102379,rejected
3204386705102380,rejected
3204384107102381,rejected
3204386810102382,accepted
3204384304102383,accepted
3204385608102384,rejected
3204385011102385,accepted
3204385307102386,accepted
3204386510102387,accepted
3204384111102388,rejected
3204385008102389,rejected
3204380111102390,rejected
3204385707102391,accepted
3204386308102392,accepted
3204384406102393,rejected
3204384101102394,rejected
3204380503102395,rejected
3204385404102396,rejected
3204384308102397,rejected
3204380508102398,rejected
3204386508102399,rejected
3204382806102400,rejected
3204381504102401,accepted
3204384405102402,rejected
3204387112102403,accepted
3204386310102404,rejected
3204386205102405,rejected
3204384101102406,rejected
3204384211102407,rejected
3204386110102408,accepted
3204386104102409,rejected
3204384107102410,rejected
3204384609102411,rejected
3204384107102412,rejected
3204384107102413,rejected
3204385706102414,accepted
3204385808102415,accepted
3204386611102416,rejected
3204385112102417,accepted
3204384401102418,accepted
3204384107102419,rejected
3204380101102420,accepted
3204384406102421,accepted
3204386010102422,accepted
3204381912102423,rejected
3204384107102424,accepted
3204384701102425,rejected
3204384107102426,rejected
3204385312102427,rejected
3204384701102428,rejected
3204384107102429,rejected
3204401206102430,rejected
3204400405102431,rejected
3204404101102432,accepted
3204404907102433,accepted
3204404210102434,accepted
3204406609102435,rejected
3204405012102436,rejected
3204404806102437,rejected
3204404805102438,accepted
3204011005102439,accepted
3204405903102440,rejected
3204404411102441,accepted
3204404203102442,accepted
3204400104102443,rejected
3204407003102444,rejected
3204405507102445,accepted
3204401212102446,rejected
3204400101102447,accepted
3204406806102448,rejected
3204404203102449,rejected
3204404702102450,accepted
3204405208102451,rejected
3204404204102452,rejected
3204405008102453,rejected
3204404101102454,accepted
3204404107102455,rejected
3204404107102456,rejected
3204404101102457,rejected
3204405110102458,accepted
3204404101102459,accepted
3204400107102460,rejected
3204404103102461,accepted
3204404105102462,rejected
3204405903102463,rejected
3204404202102464,rejected
3204406201102465,rejected
3204405907102466,rejected
3204405306102467,rejected
3204405410102468,rejected
3204404410102469,rejected
3204404101102470,rejected
3204405909102471,rejected
3204405903102472,accepted
3204405306102473,rejected
3204404102102474,rejected
3204400506102475,accepted
3204404605102476,rejected
3204404101102477,accepted
3204404505102478,rejected
3204401302102479,accepted
3204284811102480,accepted
3204284610102481,accepted
3204284101102482,accepted
3217094102102483,rejected
3204286904102484,rejected
3204284804102485,accepted
3204285810102486,accepted
3204284602102487,rejected
3204285312102488,accepted
3204284810102489,rejected
3204284311102490,rejected
3204286306102491,rejected
3204284611102492,rejected
3204284107102493,rejected
3204284812102494,rejected
3204285507102495,rejected
3204285507102496,rejected
3204280107102497,accepted
3204284102102498,accepted
3204284810102499,accepted
3204285610102500,rejected
3204284510102501,accepted
3204285003102502,accepted
3204284204102503,rejected
3204286309102504,accepted
3204284301102505,accepted
3204286703102506,rejected
3204285207102507,rejected
3204286401102508,rejected
3204284806102509,rejected
3204284706102510,rejected
3204284406102511,rejected
3204286511102512,accepted
3204286312102513,accepted
3204285203102514,rejected
3204284303102515,accepted
3204286206102516,rejected
3204284307102517,rejected
3204284112102518,rejected
3204285107102519,rejected
3204285202102520,rejected
3204284102102521,rejected
3204286505102522,rejected
3204285511102523,accepted
3204286410102524,accepted
3204284902102525,rejected
3204285008102526,rejected
3204286101102527,rejected
3204286710102528,rejected
3204284706102529,accepted
3204286311102530,rejected
3204284512102531,rejected
3204284412102532,rejected
3204286609102533,accepted
3204282001102534,rejected
3204282702102535,accepted
3204285407102536,rejected
3204284205102537,accepted
3204284210102538,rejected
3302095709102539,accepted
3204284703102540,accepted
3204285407102541,accepted
3204284101102542,rejected
